"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8898","@smoke GET -- get all users","chromium","2026-07-01","passed","2026-07-01","","api/users.api.schema.spec.ts","",""
"","3799","@regression verify user is able to land on the product page - macbook - MacBook Air","chromium","2026-07-01","passed","2026-07-01","","search.spec.ts","",""
"","3775","@regression verify product images count","chromium","2026-07-01","passed","2026-07-01","","productpage.spec.ts","",""
"","0","@regression verify search results count - macbook - MacBook Pro","chromium","2026-07-01","skipped","2026-07-01","","search.spec.ts","",""
"","215","@@regression mock search data api","chromium","2026-07-01","passed","2026-07-01","","api/intercept.spec.ts","",""
"","2576","@smoke home page title test","chromium","2026-07-01","passed","2026-07-01","","homepagefix.spec.ts","",""
"","3906","@regression verify product Information/Data","chromium","2026-07-01","passed","2026-07-01","","productpage.spec.ts","",""
"","770","@smoke GET -- get a user","chromium","2026-07-01","passed","2026-07-01","","api/users.api.schema.spec.ts","",""
"","2572","@smoke logout link exist test","chromium","2026-07-01","passed","2026-07-01","","homepagefix.spec.ts","",""
"","2703","@smoke footers exist on product page","chromium","2026-07-01","passed","2026-07-01","","productpage.spec.ts","",""
"","0","@regression verify search results count - imac - iMac","chromium","2026-07-01","skipped","2026-07-01","","search.spec.ts","",""
"","2708","@regression PUT - update a user","chromium","2026-07-01","passed","2026-07-01","","api/users.api.indi.spec.ts","",""
"","8917","@regression GET API -- get all users","chromium","2026-07-01","passed","2026-07-01","running e2e go rest crud api tests","api/users.api.sep.spec.ts","",""
"","3768","@regression verify user is able to land on the product page - macbook - MacBook Pro","chromium","2026-07-01","passed","2026-07-01","","search.spec.ts","",""
"","1704","@regression DELETE API -- Delete a user","chromium","2026-07-01","passed","2026-07-01","running e2e go rest crud api tests","api/users.api.sep.spec.ts","",""
"","0","Delete a user test","chromium","2026-07-01","skipped","2026-07-01","","api/users.api.spec.ts","",""
"","0","user is able to login to app test","chromium","2026-07-01","skipped","2026-07-01","","loginpage.spec.ts","",""
"","820","@regression GET -- get location data","chromium","2026-07-01","passed","2026-07-01","","api/amadeus.oauth2.spec.ts","",""
"","2381","@regression invalid login test with excel data - abccc@gmail.com","chromium","2026-07-01","passed","2026-07-01","","loginpagefix.spec.ts","",""
"","0","@regression invalid login test with - invalid@open.com - wrong123","chromium","2026-07-01","skipped","2026-07-01","","loginpagefix.spec.ts","",""
"","0","forgot pwd link exist test","chromium","2026-07-01","skipped","2026-07-01","","loginpage.spec.ts","",""
"","2718","@smoke comp logo exists on product page","chromium","2026-07-01","passed","2026-07-01","","search.spec.ts","",""
"","0","@regression invalid login test with - - pw1234","chromium","2026-07-01","skipped","2026-07-01","","loginpagefix.spec.ts","",""
"","2529","@smoke user is able to login to app test","chromium","2026-07-01","passed","2026-07-01","","loginpagefix.spec.ts","",""
"","2390","@smoke intercept and log requests","chromium","2026-07-01","passed","2026-07-01","","api/intercept.spec.ts","",""
